뽀빠이상추튀김,16894352,포장해서 왔는데 넘맛있어요..집에서 차로 40분거리여도 충분한 가치가 있어요~강추~!!,10.15.수,590
뽀빠이상추튀김,16894352,상추튀김이 맛있어요,10.25.토,590
뽀빠이상추튀김,16894352,떡튀순 맛집튀김은 김말이로만 주문,10.12.일,590
뽀빠이상추튀김,16894352,맛집이라던데…야채튀김에 고구마는 익지도 않아 딱딱하고 오천원이라기엔 떡볶이 양에 비해 안맞고 떡볶이 오뎅은 불지 않고 딱딱하고 시키지도 않은 메뉴 주면서 억지로 결제했습니다,9.3.수,590
뽀빠이상추튀김,16894352,동네에서 튀김 먹고 싶을 때 자주 포장 하는 곳이에요.튀김 종류를 고를 수 있어서 좋아요. 안 먹는 거는 빼 달라고 하시면 됩니다. 그럼 다른 튀김으로 대체해서 주세요.,8.6.수,590
뽀빠이상추튀김,16894352,"상추튀김,떡볶이 등등 다맛있어서 일부러 찾아가 포장해요~",10.9.목,590
뽀빠이상추튀김,16894352,이런 떡볶이 찾고 있었는데. 만족입니다 튀김도 바로 먹으니 바삭하고 좋았습니다. 분식맛집,5.24.토,590
뽀빠이상추튀김,16894352,경's 민생카드로상추튀김 2순대 2떡볶이 1총앤 25000원,8.15.금,590
뽀빠이상추튀김,16894352,뽀빠이 상추튀김.더운 여름에도 먹을 수 있는 분식 맛집!,8.2.토,590
뽀빠이상추튀김,16894352,동네맛집이에요~^^♡,8.7.목,590
맛집,2066602676,제가 먹은 건 반반피자인데 양이 미쳤어요...🥹🥹전북대 피자집 다 가봤는데 여기가 제일 맛있고 양도 많아요! 메가 토핑이라는 키워드가 괜히 있는게 아니네요포장하면 5000원 할인해주셔서 완전 가성비고 내일은 1인피자 먹으려구요;; 레전드.. 사장님 오래 오래 장사해주세요😭❤️,10.19.일,4
맛집,2066602676,직접 가서 포장했는데 카운터에 계신 사장님 넘 친절하시구 내부도 깔끔해요!! 오늘도 역시나 넘 맛있게 먹었습니다☺️☺️ 포장할인 넘 꿀인거같아요... 메뉴 도장깨기 해보려구용,10.23.목,4
맛집,2066602676,"인스타 홍보 릴스 보고 찾아왔었는데, 진짜 너무 맛있습니다 ㅎㅎ 메가토핑으로 하면 토핑 진짜 많이 주니까 강추합니다",11.4.화,4
맛집,2066602676,양이 많고 토핑이 푸짐해요. 맛도 좋아서 먹는 내내 행복했네요. 즐거운 시간을 만들어 주셔서 감사합니다.,11.2.일,4
